Postcode,SA4,Relevance
5280,South Australia - South East,1.0
5290,South Australia - South East,1.0
5291,South Australia - South East,1.0
5301,South Australia - South East,1.0
5302,South Australia - South East,1.0
5303,South Australia - South East,1.0
5304,South Australia - South East,1.0
5306,South Australia - South East,1.0
5307,South Australia - South East,1.0
5308,South Australia - South East,1.0
5309,South Australia - South East,1.0
5310,South Australia - South East,1.0
5311,South Australia - South East,1.0
5320,Barossa - Yorke - Mid North,0.0094418
5320,South Australia - South East,0.9905582
5321,South Australia - South East,1.0
5322,South Australia - South East,1.0
5330,South Australia - South East,1.0
5331,South Australia - South East,1.0
5332,South Australia - South East,1.0
5333,South Australia - South East,1.0
5340,South Australia - Outback,0.0002479
5340,South Australia - South East,0.9997521
5341,South Australia - South East,0.9999999
5342,South Australia - South East,1.0
5343,South Australia - South East,1.0
5344,South Australia - South East,1.0
5345,South Australia - South East,1.0
5346,South Australia - South East,1.0
5350,Barossa - Yorke - Mid North,1.0
5351,Barossa - Yorke - Mid North,0.9999998
5352,Barossa - Yorke - Mid North,1.0
5353,Barossa - Yorke - Mid North,0.7534364
5353,South Australia - South East,0.2465636
5354,South Australia - South East,1.0
5355,Barossa - Yorke - Mid North,1.0
5356,Barossa - Yorke - Mid North,0.1032973
5356,South Australia - South East,0.8967027
5357,South Australia - South East,1.0
5360,Barossa - Yorke - Mid North,1.0
5371,Adelaide - North,0.8378907
5371,Barossa - Yorke - Mid North,0.1621093
5372,Adelaide - North,0.0047233
5372,Barossa - Yorke - Mid North,0.9952767
5373,Barossa - Yorke - Mid North,1.0
5374,Barossa - Yorke - Mid North,0.9814477
5374,South Australia - South East,0.0185523
5381,Barossa - Yorke - Mid North,1.0
5400,Adelaide - North,0.0451657
5400,Barossa - Yorke - Mid North,0.9548343
5401,Barossa - Yorke - Mid North,1.0
5410,Barossa - Yorke - Mid North,1.0
5411,Barossa - Yorke - Mid North,1.0
5412,Barossa - Yorke - Mid North,1.0
5413,Barossa - Yorke - Mid North,1.0
5414,Barossa - Yorke - Mid North,1.0
5415,Barossa - Yorke - Mid North,1.0
5416,Barossa - Yorke - Mid North,1.0
5417,Barossa - Yorke - Mid North,1.0
5418,Barossa - Yorke - Mid North,1.0
5419,Barossa - Yorke - Mid North,1.0
5420,Barossa - Yorke - Mid North,1.0
5421,Barossa - Yorke - Mid North,1.0
5422,Barossa - Yorke - Mid North,1.0
5431,Barossa - Yorke - Mid North,1.0
5432,Barossa - Yorke - Mid North,0.7840763
5432,South Australia - Outback,0.2159237
5433,Barossa - Yorke - Mid North,0.0113839
5433,South Australia - Outback,0.9886161
5434,South Australia - Outback,1.0
5440,Barossa - Yorke - Mid North,0.0086121
5440,South Australia - Outback,0.9658153
5440,South Australia - South East,0.0255726
5451,Barossa - Yorke - Mid North,1.0
5452,Barossa - Yorke - Mid North,1.0
5453,Barossa - Yorke - Mid North,1.0
5454,Barossa - Yorke - Mid North,1.0
5455,Barossa - Yorke - Mid North,1.0
5460,Barossa - Yorke - Mid North,1.0
5461,Barossa - Yorke - Mid North,1.0
5462,Barossa - Yorke - Mid North,1.0
5464,Barossa - Yorke - Mid North,1.0
5470,Barossa - Yorke - Mid North,1.0
5471,Barossa - Yorke - Mid North,1.0
5472,Barossa - Yorke - Mid North,1.0
5473,Barossa - Yorke - Mid North,1.0
5480,Barossa - Yorke - Mid North,1.0
5481,Barossa - Yorke - Mid North,1.0
5482,Barossa - Yorke - Mid North,1.0
5483,Barossa - Yorke - Mid North,1.0
5485,Barossa - Yorke - Mid North,0.9999984
5490,Barossa - Yorke - Mid North,1.0
5491,Barossa - Yorke - Mid North,1.0
5493,Barossa - Yorke - Mid North,1.0
5495,Barossa - Yorke - Mid North,1.0
5501,Adelaide - North,0.7732399
5501,Barossa - Yorke - Mid North,0.2267601
5502,Barossa - Yorke - Mid North,1.0
5510,Barossa - Yorke - Mid North,1.0
5520,Barossa - Yorke - Mid North,1.0
5521,Barossa - Yorke - Mid North,1.0
5522,Barossa - Yorke - Mid North,1.0
5523,Barossa - Yorke - Mid North,1.0
5540,Barossa - Yorke - Mid North,1.0
5550,Barossa - Yorke - Mid North,1.0
5552,Barossa - Yorke - Mid North,1.0
5554,Barossa - Yorke - Mid North,1.0
5555,Barossa - Yorke - Mid North,1.0
5556,Barossa - Yorke - Mid North,1.0
5558,Barossa - Yorke - Mid North,1.0
5560,Barossa - Yorke - Mid North,1.0
5570,Barossa - Yorke - Mid North,1.0
5571,Barossa - Yorke - Mid North,1.0
5572,Barossa - Yorke - Mid North,1.0
5573,Barossa - Yorke - Mid North,1.0
5575,Barossa - Yorke - Mid North,1.0
5576,Barossa - Yorke - Mid North,1.0
5577,Barossa - Yorke - Mid North,1.0
5580,Barossa - Yorke - Mid North,1.0
5581,Barossa - Yorke - Mid North,1.0
5582,Barossa - Yorke - Mid North,1.0
5583,Barossa - Yorke - Mid North,1.0
5600,South Australia - Outback,1.0
5601,South Australia - Outback,1.0
5602,South Australia - Outback,1.0
5603,South Australia - Outback,1.0
5604,South Australia - Outback,1.0
5605,South Australia - Outback,1.0
5606,South Australia - Outback,1.0
5607,South Australia - Outback,0.9996674
5608,South Australia - Outback,1.0
5609,South Australia - Outback,1.0
5630,South Australia - Outback,1.0
5631,South Australia - Outback,1.0
5632,South Australia - Outback,1.0
5633,South Australia - Outback,1.0
5640,South Australia - Outback,1.0
5641,South Australia - Outback,1.0
5642,South Australia - Outback,1.0
5650,South Australia - Outback,1.0
5651,South Australia - Outback,1.0
5652,South Australia - Outback,1.0
5653,South Australia - Outback,1.0
5654,South Australia - Outback,1.0
5655,South Australia - Outback,1.0
5660,South Australia - Outback,1.0
5661,South Australia - Outback,1.0
5670,South Australia - Outback,1.0
5671,South Australia - Outback,1.0
5680,South Australia - Outback,1.0
5690,South Australia - Outback,1.0
5700,South Australia - Outback,1.0
5710,Barossa - Yorke - Mid North,0.0018928
5710,South Australia - Outback,0.9981072
5720,South Australia - Outback,1.0
5722,South Australia - Outback,1.0
5723,South Australia - Outback,1.0
5724,South Australia - Outback,1.0
5725,South Australia - Outback,1.0
5730,South Australia - Outback,1.0
5731,South Australia - Outback,1.0
5732,South Australia - Outback,1.0
5733,South Australia - Outback,1.0
5734,South Australia - Outback,1.0
5950,Adelaide - West,1.0
6000,Perth - Inner,1.0
6003,Perth - Inner,1.0
6004,Perth - Inner,1.0
6005,Perth - Inner,1.0
6006,Perth - Inner,1.0
6007,Perth - Inner,1.0
6008,Perth - Inner,1.0
6009,Perth - Inner,1.0
6010,Perth - Inner,1.0
6011,Perth - Inner,1.0
6012,Perth - Inner,1.0
6014,Perth - Inner,0.9988602
6014,Perth - North West,0.0011398
6015,Perth - Inner,0.9993709
6015,Perth - North West,0.0006291
6016,Perth - Inner,1.0
6017,Perth - North West,1.0
6018,Perth - North West,1.0
6019,Perth - Inner,0.0018746
6019,Perth - North West,0.9981254
6020,Perth - North West,1.0
6021,Perth - North West,1.0
6022,Perth - North West,1.0
6023,Perth - North West,1.0
6024,Perth - North West,1.0
6025,Perth - North West,1.0
6026,Perth - North West,1.0
6027,Perth - North West,1.0
6028,Perth - North West,1.0
6029,Perth - North West,1.0
6030,Perth - North West,1.0
6031,Perth - North West,1.0
6032,Perth - North West,1.0
6033,Perth - North West,1.0
6034,Perth - North West,1.0
6035,Perth - North West,1.0
6036,Perth - North West,1.0
6037,Perth - North West,1.0
6038,Perth - North West,1.0
6041,Western Australia - Wheat Belt,1.0
6042,Western Australia - Wheat Belt,1.0
6043,Western Australia - Wheat Belt,1.0
6044,Western Australia - Wheat Belt,1.0
6050,Perth - Inner,0.7183499
6050,Perth - North East,0.0060815
6050,Perth - North West,0.2755686
6051,Perth - Inner,0.0013057
6051,Perth - North East,0.9986943
6052,Perth - Inner,0.5126389
6052,Perth - North East,0.4833304
6052,Perth - North West,0.0040308
6053,Perth - North East,1.0
6054,Perth - North East,1.0
6055,Perth - North East,0.9999998
6056,Perth - North East,0.9999691
6057,Perth - South East,0.999975
6058,Perth - South East,1.0
6059,Perth - North East,0.0079352
6059,Perth - North West,0.9920648
6060,Perth - North West,1.0
6061,Perth - North West,1.0
6062,Perth - North East,0.999192
6062,Perth - North West,0.000808
6063,Perth - North East,1.0
6064,Perth - North East,0.0017919
6064,Perth - North West,0.9982081
6065,Perth - North West,1.0
6066,Perth - North East,1.0
6067,Perth - North East,1.0
6068,Perth - North East,1.0
6069,Perth - North East,1.0
6070,Perth - North East,1.0
6071,Perth - North East,1.0
6072,Perth - North East,1.0
6073,Perth - North East,1.0
6074,Perth - North East,1.0
6076,Perth - North East,0.0001867
6076,Perth - South East,0.9998133
6077,Perth - North West,1.0
6078,Perth - North West,1.0
6079,Perth - North East,0.0465491
6079,Perth - North West,0.9534509
6081,Perth - North East,1.0
6082,Perth - North East,1.0
6083,Perth - North East,0.759182
6083,Western Australia - Wheat Belt,0.240818
6084,Perth - North East,0.6648913
6084,Western Australia - Wheat Belt,0.3351087
6090,Perth - North East,1.0
6100,Perth - South East,1.0
6101,Perth - South East,1.0
6102,Perth - South East,1.0
6103,Perth - South East,1.0
6104,Perth - South East,1.0
6105,Perth - South East,1.0
6106,Perth - South East,1.0
6107,Perth - South East,1.0
6108,Perth - South East,1.0
6109,Perth - South East,1.0
6110,Perth - South East,1.0
6111,Perth - South East,1.0
6112,Perth - South East,1.0
6121,Perth - South East,1.0
6122,Perth - South East,1.0
6123,Perth - South East,1.0
6124,Perth - South East,1.0
6125,Perth - South East,1.0
6126,Perth - South East,1.0
6147,Perth - South East,1.0
6148,Perth - South East,1.0
6149,Perth - South East,0.0006719
6149,Perth - South West,0.9993281
6150,Perth - South West,1.0
6151,Perth - South East,1.0
6152,Perth - South East,1.0
6153,Perth - South West,1.0
6154,Perth - South West,1.0
6155,Perth - South East,0.9993815
6155,Perth - South West,0.0006185
6156,Perth - South West,1.0
6157,Perth - South West,1.0
6158,Perth - South West,1.0
6159,Perth - South West,1.0
6160,Perth - South West,1.0
6161,Perth - South West,1.0
6162,Perth - South West,1.0
6163,Perth - South West,1.0
6164,Perth - South West,1.0
6165,Perth - South West,1.0
6166,Perth - South West,1.0
6167,Perth - South West,1.0
6168,Perth - South West,1.0
6169,Perth - South West,1.0
6170,Perth - South West,1.0
6171,Perth - South West,1.0
6172,Perth - South West,1.0
6173,Perth - South West,1.0
6174,Perth - South West,1.0
6175,Perth - South West,1.0
6176,Perth - South West,1.0
6180,Mandurah,1.0
6181,Mandurah,1.0
6182,Mandurah,0.884368
6182,Perth - South East,0.0577973
6182,Perth - South West,0.0578347
6207,Mandurah,0.9905802
6207,Western Australia - Wheat Belt,0.0094198
6208,Mandurah,1.0
6209,Mandurah,1.0
6210,Mandurah,1.0
6211,Mandurah,0.9999997
6213,Western Australia - Wheat Belt,1.0
6214,Bunbury,0.0025403
6214,Mandurah,0.9974597
6215,Bunbury,1.0
6218,Bunbury,1.0
6220,Bunbury,1.0
6221,Bunbury,1.0
6223,Bunbury,1.0
6224,Bunbury,1.0
6225,Bunbury,0.9917812
6225,Western Australia - Wheat Belt,0.0082188
6226,Bunbury,1.0
6227,Bunbury,1.0
6228,Bunbury,1.0
6229,Bunbury,1.0
6230,Bunbury,1.0
6232,Bunbury,1.0
6233,Bunbury,1.0
6236,Bunbury,1.0
6237,Bunbury,1.0
6239,Bunbury,1.0
6240,Bunbury,1.0
6243,Bunbury,1.0
6244,Bunbury,0.984608
6244,Western Australia - Wheat Belt,0.015392
6251,Bunbury,1.0
6252,Bunbury,1.0
6253,Bunbury,1.0
6254,Bunbury,1.0
6255,Bunbury,1.0
6256,Bunbury,1.0
6258,Bunbury,1.0
6260,Bunbury,1.0
6262,Bunbury,1.0
6271,Bunbury,1.0
6275,Bunbury,1.0
6280,Bunbury,1.0
6281,Bunbury,1.0
6282,Bunbury,1.0
6284,Bunbury,1.0
6285,Bunbury,1.0
6286,Bunbury,1.0
6288,Bunbury,1.0
6290,Bunbury,1.0
6302,Western Australia - Wheat Belt,1.0
6304,Western Australia - Wheat Belt,1.0
6306,Western Australia - Wheat Belt,1.0
6308,Western Australia - Wheat Belt,1.0
6309,Western Australia - Wheat Belt,1.0
6311,Western Australia - Wheat Belt,1.0
6312,Western Australia - Wheat Belt,1.0
6313,Western Australia - Wheat Belt,1.0
6315,Western Australia - Wheat Belt,1.0
6316,Western Australia - Wheat Belt,1.0
6317,Western Australia - Wheat Belt,1.0
6318,Western Australia - Wheat Belt,1.0
6320,Western Australia - Wheat Belt,1.0
6321,Western Australia - Wheat Belt,1.0
6322,Western Australia - Wheat Belt,1.0
6323,Western Australia - Wheat Belt,1.0
6324,Western Australia - Wheat Belt,1.0
6326,Western Australia - Wheat Belt,1.0
6327,Western Australia - Wheat Belt,1.0
6328,Western Australia - Wheat Belt,1.0
6330,Western Australia - Wheat Belt,1.0
6333,Western Australia - Wheat Belt,1.0
6335,Western Australia - Wheat Belt,1.0
6336,Western Australia - Wheat Belt,1.0
6337,Western Australia - Outback,0.0072217
6337,Western Australia - Wheat Belt,0.9927783
6338,Western Australia - Outback,0.0001203
6338,Western Australia - Wheat Belt,0.9998797
6341,Western Australia - Wheat Belt,1.0
6343,Western Australia - Wheat Belt,1.0
6346,Western Australia - Outback,0.9999998
6348,Western Australia - Outback,1.0
6350,Western Australia - Wheat Belt,1.0
6351,Western Australia - Wheat Belt,1.0
6352,Western Australia - Wheat Belt,1.0
6353,Western Australia - Wheat Belt,1.0
6355,Western Australia - Wheat Belt,1.0
6356,Western Australia - Outback,0.0025473
6356,Western Australia - Wheat Belt,0.9974527
6357,Western Australia - Wheat Belt,1.0
6358,Western Australia - Wheat Belt,1.0
6359,Western Australia - Wheat Belt,1.0
6361,Western Australia - Wheat Belt,1.0
6363,Western Australia - Wheat Belt,1.0
6365,Western Australia - Wheat Belt,1.0
6367,Western Australia - Wheat Belt,1.0
6368,Western Australia - Wheat Belt,1.0
6369,Western Australia - Wheat Belt,1.0
6370,Western Australia - Wheat Belt,1.0
6372,Western Australia - Wheat Belt,1.0
6373,Western Australia - Wheat Belt,1.0
6375,Western Australia - Wheat Belt,1.0
6383,Western Australia - Wheat Belt,1.0
6384,Western Australia - Wheat Belt,1.0
6385,Western Australia - Wheat Belt,1.0
6386,Western Australia - Wheat Belt,1.0
6390,Western Australia - Wheat Belt,1.0
6391,Western Australia - Wheat Belt,1.0
6392,Western Australia - Wheat Belt,1.0
6393,Western Australia - Wheat Belt,1.0
6394,Western Australia - Wheat Belt,1.0
6395,Bunbury,0.0003299
6395,Western Australia - Wheat Belt,0.9996701
6396,Western Australia - Wheat Belt,1.0
6397,Western Australia - Wheat Belt,1.0
6398,Bunbury,1.0
6401,Western Australia - Wheat Belt,1.0
6403,Western Australia - Wheat Belt,1.0
6405,Western Australia - Wheat Belt,1.0
6407,Western Australia - Wheat Belt,1.0
6409,Western Australia - Wheat Belt,1.0
6410,Western Australia - Wheat Belt,1.0
6411,Western Australia - Wheat Belt,1.0
6412,Western Australia - Wheat Belt,1.0
6413,Western Australia - Wheat Belt,1.0
6414,Western Australia - Wheat Belt,1.0
6415,Western Australia - Wheat Belt,1.0
6418,Western Australia - Wheat Belt,1.0
6419,Western Australia - Wheat Belt,1.0
6420,Western Australia - Wheat Belt,1.0
6421,Western Australia - Wheat Belt,1.0
6422,Western Australia - Wheat Belt,1.0
6423,Western Australia - Wheat Belt,1.0
6424,Western Australia - Wheat Belt,1.0
6425,Western Australia - Wheat Belt,1.0
6426,Western Australia - Wheat Belt,1.0
6427,Western Australia - Wheat Belt,1.0
6428,Western Australia - Wheat Belt,1.0
6429,Western Australia - Outback,0.999955
6430,Western Australia - Outback,1.0
6431,Western Australia - Outback,1.0
6432,Western Australia - Outback,1.0
6434,Western Australia - Outback,1.0
6436,Western Australia - Outback,1.0
6437,Western Australia - Outback,1.0
6438,Western Australia - Outback,1.0
6440,Western Australia - Outback,1.0
6442,Western Australia - Outback,1.0
6443,Western Australia - Outback,1.0
6445,Western Australia - Outback,1.0
6446,Western Australia - Outback,1.0
6447,Western Australia - Outback,1.0
6448,Western Australia - Outback,1.0
6450,Western Australia - Outback,1.0
6452,Western Australia - Outback,1.0
6460,Western Australia - Wheat Belt,1.0
6461,Western Australia - Wheat Belt,1.0
6462,Western Australia - Wheat Belt,1.0
6463,Western Australia - Wheat Belt,1.0
6465,Western Australia - Wheat Belt,1.0
6466,Western Australia - Wheat Belt,1.0
6467,Western Australia - Wheat Belt,1.0
6468,Western Australia - Wheat Belt,1.0
6470,Western Australia - Wheat Belt,1.0
6472,Western Australia - Wheat Belt,1.0
6473,Western Australia - Wheat Belt,1.0
6475,Western Australia - Wheat Belt,1.0
6476,Western Australia - Wheat Belt,1.0
6477,Western Australia - Wheat Belt,1.0
6479,Western Australia - Wheat Belt,1.0
6480,Western Australia - Wheat Belt,1.0
6484,Western Australia - Wheat Belt,0.9999999
6485,Western Australia - Wheat Belt,1.0
6487,Western Australia - Wheat Belt,1.0
6488,Western Australia - Wheat Belt,1.0
6489,Western Australia - Wheat Belt,1.0
6490,Western Australia - Wheat Belt,1.0
6501,Western Australia - Wheat Belt,1.0
6502,Western Australia - Wheat Belt,1.0
6503,Western Australia - Wheat Belt,1.0
6504,Western Australia - Wheat Belt,1.0
6505,Western Australia - Wheat Belt,1.0
6506,Western Australia - Wheat Belt,1.0
6507,Western Australia - Wheat Belt,1.0
6509,Western Australia - Wheat Belt,1.0
6510,Western Australia - Wheat Belt,1.0
6511,Western Australia - Wheat Belt,1.0
6512,Western Australia - Wheat Belt,1.0
6513,Western Australia - Outback,0.1837172
6513,Western Australia - Wheat Belt,0.8162828
6514,Western Australia - Outback,1.0
6515,Western Australia - Outback,1.0
6516,Western Australia - Wheat Belt,0.9999999
6517,Western Australia - Outback,1.0
6518,Western Australia - Outback,1.0
6519,Western Australia - Outback,1.0
6521,Western Australia - Wheat Belt,1.0
6522,Western Australia - Outback,1.0
6525,Western Australia - Outback,1.0
6528,Western Australia - Outback,1.0
6530,Western Australia - Outback,1.0
6532,Western Australia - Outback,1.0
6535,Western Australia - Outback,1.0
6536,Western Australia - Outback,1.0
6537,Western Australia - Outback,1.0
6556,Perth - North East,1.0
6558,Perth - North East,0.9983566
6558,Western Australia - Wheat Belt,0.0016434
6560,Perth - North East,0.0076571
6560,Western Australia - Wheat Belt,0.9923429
6562,Western Australia - Wheat Belt,1.0
6564,Western Australia - Wheat Belt,1.0
6566,Western Australia - Wheat Belt,1.0
6567,Western Australia - Wheat Belt,1.0
6568,Western Australia - Wheat Belt,1.0
6569,Western Australia - Wheat Belt,1.0
6571,Western Australia - Wheat Belt,1.0
6572,Western Australia - Wheat Belt,1.0
6574,Western Australia - Wheat Belt,1.0
6575,Western Australia - Wheat Belt,1.0
6603,Western Australia - Wheat Belt,1.0
6605,Western Australia - Wheat Belt,1.0
6606,Western Australia - Wheat Belt,1.0
6608,Western Australia - Wheat Belt,1.0
6609,Western Australia - Wheat Belt,1.0
6612,Western Australia - Outback,0.6478675
6612,Western Australia - Wheat Belt,0.3521325
6613,Western Australia - Wheat Belt,1.0
6614,Western Australia - Outback,1.0
6616,Western Australia - Outback,1.0
6620,Western Australia - Outback,1.0
6623,Western Australia - Outback,1.0
6625,Western Australia - Outback,1.0
6627,Western Australia - Outback,1.0
6628,Western Australia - Outback,1.0
6630,Western Australia - Outback,1.0
6631,Western Australia - Outback,1.0
6632,Western Australia - Outback,1.0
6635,Western Australia - Outback,1.0
6638,Western Australia - Outback,1.0
6639,Western Australia - Outback,1.0
6640,Western Australia - Outback,1.0
6642,Western Australia - Outback,1.0
6646,Western Australia - Outback,1.0
6701,Western Australia - Outback,1.0
6705,Western Australia - Outback,1.0
6707,Western Australia - Outback,1.0
6710,Western Australia - Outback,1.0
6711,Western Australia - Outback,1.0
6712,Western Australia - Outback,1.0
6713,Western Australia - Outback,1.0
6714,Western Australia - Outback,1.0
6716,Western Australia - Outback,1.0
6718,Western Australia - Outback,1.0
6720,Western Australia - Outback,1.0
6721,Western Australia - Outback,1.0
6722,Western Australia - Outback,1.0
6725,Western Australia - Outback,1.0
6726,Western Australia - Outback,1.0
6728,Western Australia - Outback,1.0
6731,Western Australia - Outback,1.0
6733,Western Australia - Outback,1.0
6740,Western Australia - Outback,1.0
6743,Western Australia - Outback,1.0
6751,Western Australia - Outback,1.0
6753,Western Australia - Outback,1.0
6754,Western Australia - Outback,1.0
6758,Western Australia - Outback,1.0
6760,Western Australia - Outback,1.0
6762,Western Australia - Outback,1.0
6765,Western Australia - Outback,1.0
6770,Western Australia - Outback,1.0
6798,Other Territories,1.0
6799,Other Territories,1.0
6907,Perth - Inner,1.0
7000,Hobart,1.0
7001,South East,1.0
7004,Hobart,1.0
7005,Hobart,1.0
7007,Hobart,1.0
7008,Hobart,1.0
7009,Hobart,1.0
7010,Hobart,1.0
7011,Hobart,1.0
7012,Hobart,0.9699135
7012,South East,0.0300865
7015,Hobart,1.0
7016,Hobart,1.0
7017,Hobart,0.9825362
7017,South East,0.0174638
7018,Hobart,1.0
7019,Hobart,1.0
7020,Hobart,1.0
7021,Hobart,1.0
7022,Hobart,1.0
7023,Hobart,1.0
7024,Hobart,1.0
7025,Hobart,1.0
7026,Hobart,0.1577766
7026,South East,0.8422234
7027,South East,1.0
7030,Hobart,0.7795423
7030,South East,0.2204097
7050,Hobart,1.0
7052,Hobart,1.0
7053,Hobart,1.0
7054,Hobart,0.9993466
7054,South East,0.0006534
7055,Hobart,1.0
7109,Hobart,0.0162881
7109,South East,0.9837119
7112,South East,1.0
7113,South East,1.0
7116,South East,1.0
7117,South East,1.0
7119,South East,1.0
7120,Launceston and North East,0.0032904
7120,South East,0.9967096
7139,South East,1.0
7140,Hobart,0.5875932
7140,South East,0.4124065
7150,Hobart,0.4773147
7150,South East,0.5226853
7155,South East,1.0
7162,South East,1.0
7163,South East,1.0
7170,Hobart,1.0
7171,Hobart,1.0
7172,Hobart,0.9985492
7172,South East,0.0014508
7173,Hobart,1.0
7174,Hobart,1.0
7175,Hobart,1.0
7176,Hobart,1.0
7177,Hobart,0.9838324
7177,South East,0.0161676
7178,South East,1.0
7179,South East,1.0
7180,South East,1.0
7182,South East,1.0
7183,South East,1.0
7184,South East,1.0
7185,South East,1.0
7186,South East,1.0
7187,South East,1.0
7190,South East,1.0
7209,Launceston and North East,0.9999977
7210,Launceston and North East,0.999997
7211,Launceston and North East,1.0
7212,Launceston and North East,1.0
7213,Launceston and North East,0.9971298
7213,South East,0.0028702
7214,Launceston and North East,1.0
7215,Launceston and North East,0.6478256
7215,South East,0.3521744
7216,Launceston and North East,1.0
7248,Launceston and North East,1.0
7249,Launceston and North East,1.0
7250,Launceston and North East,1.0
7252,Launceston and North East,1.0
7253,Launceston and North East,1.0
7254,Launceston and North East,1.0
7255,Launceston and North East,1.0
7256,West and North West,1.0
7257,Launceston and North East,1.0
7258,Launceston and North East,1.0
7259,Launceston and North East,1.0
7260,Launceston and North East,1.0
7261,Launceston and North East,1.0
7262,Launceston and North East,1.0
7263,Launceston and North East,1.0
7264,Launceston and North East,1.0
7265,Launceston and North East,1.0
7267,Launceston and North East,1.0
7268,Launceston and North East,1.0
7270,Launceston and North East,0.9999995
7275,Launceston and North East,0.9968526
7275,West and North West,0.0031474
7276,Launceston and North East,1.0
7277,Launceston and North East,1.0
7290,Launceston and North East,1.0
7291,Launceston and North East,1.0
7292,Launceston and North East,1.0
7300,Launceston and North East,1.0
7301,Launceston and North East,1.0
7302,Launceston and North East,1.0
7303,Launceston and North East,1.0
7304,Launceston and North East,0.9891345
7304,South East,0.00405
7304,West and North West,0.0068155
7305,West and North West,1.0
7306,Launceston and North East,0.0004572
7306,West and North West,0.9995428
7307,West and North West,0.9999999
7310,West and North West,1.0
7315,West and North West,1.0
7316,West and North West,1.0
7320,West and North West,1.0
7321,West and North West,1.0
7322,West and North West,1.0
7325,West and North West,1.0
7330,West and North West,1.0
7331,West and North West,1.0
7466,West and North West,1.0
7467,West and North West,1.0
7468,West and North West,1.0
7469,West and North West,1.0
7470,West and North West,1.0
